match_id,event_id,period,time,team_id,team_name,player_id,player_name,event_type,sub_event_type,tags,start_x,start_y,end_x,end_y
2057988,260662153,1H,92.496,3148,Germany,18669,J. 헥터,Duel,Ground defending duel,"['Free space right', 'Won', 'Accurate']",7.28,58.48,3.12,57.120000000000005
2057988,260662162,1H,94.576,14855,Korea Republic,299121,이재성,Duel,Ground defending duel,"['Won', 'Accurate']",100.88,10.880000000000004,98.8,19.040000000000006
2057988,260662164,1H,96.074,14855,Korea Republic,107529,이용,Pass,Smart pass,['Accurate'],98.8,19.040000000000006,93.6,27.200000000000003
2057988,260662167,1H,96.836,14855,Korea Republic,14911,손흥민,Duel,Ground attacking duel,"['Anticipation', 'Lost', 'Not accurate']",93.6,27.200000000000003,93.6,34.0
2057988,260662154,1H,96.948,3148,Germany,3319,M. 외질,Duel,Ground defending duel,"['Anticipated', 'Won', 'Accurate']",10.4,40.8,10.4,34.0
2057988,260662155,1H,98.985,3148,Germany,134383,N. 슐레,Others on the ball,Clearance,['Not accurate'],10.4,34.0,62.400000000000006,49.64
2057988,260662170,1H,102.844,14855,Korea Republic,95200,김영권,Pass,Simple pass,['Accurate'],41.6,18.36,55.120000000000005,27.200000000000003
2057988,260662173,1H,105.496,14855,Korea Republic,95490,정우영,Duel,Ground attacking duel,"['Neutral', 'Accurate']",55.120000000000005,27.200000000000003,55.120000000000005,23.120000000000005
2057988,260662176,1H,106.617,14855,Korea Republic,95490,정우영,Pass,Simple pass,['Accurate'],55.120000000000005,23.120000000000005,40.56,14.96
2057988,260662177,1H,109.329,14855,Korea Republic,107424,윤영선,Pass,Simple pass,['Accurate'],40.56,14.96,22.879999999999995,47.6
2057988,260662179,1H,113.751,14855,Korea Republic,95200,김영권,Pass,Simple pass,['Accurate'],22.879999999999995,47.6,32.24000000000001,63.24
2057988,260662180,1H,116.748,14855,Korea Republic,107413,홍철,Pass,High pass,['Not accurate'],32.24000000000001,63.24,99.84,64.60000000000001
2057988,260662161,1H,121.405,3148,Germany,134383,N. 슐레,Duel,Ground attacking duel,"['Neutral', 'Accurate']",4.16,3.4000000000000004,4.159999999999997,3.3999999999999915
2057988,260662182,1H,121.678,14855,Korea Republic,51625,문선민,Duel,Ground defending duel,"['Neutral', 'Accurate']",99.84,64.60000000000001,104.0,34.0
2057988,260662165,1H,133.947,3148,Germany,14712,M. 노이어,Free kick,Goal kick,[],0.0,34.0,6.24,58.48
2057988,260662166,1H,137.663,3148,Germany,14795,M. 훔멜스,Pass,Simple pass,['Accurate'],6.24,58.48,10.4,29.92
2057988,260662168,1H,143.013,3148,Germany,14712,M. 노이어,Pass,Simple pass,['Accurate'],10.4,29.92,9.36,4.760000000000001
2057988,260662169,1H,145.411,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],9.36,4.760000000000001,21.84,2.04
2057988,260662171,1H,147.652,3148,Germany,224593,J. 키미히,Pass,Simple pass,['Accurate'],21.84,2.04,10.4,10.88
2057988,260662172,1H,150.258,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],10.4,10.88,10.4,37.400000000000006
2057988,260662174,1H,154.159,3148,Germany,14712,M. 노이어,Pass,Simple pass,['Accurate'],10.4,37.400000000000006,31.200000000000003,51.00000000000001
2057988,260662175,1H,156.672,3148,Germany,14795,M. 훔멜스,Pass,Simple pass,['Accurate'],31.200000000000003,51.00000000000001,42.64,53.720000000000006
2057988,260662178,1H,159.985,3148,Germany,14723,T. 크로스,Duel,Ground attacking duel,"['Free space left', 'Won', 'Accurate']",42.64,53.720000000000006,45.760000000000005,54.400000000000006
2057988,260839864,1H,160.519,14855,Korea Republic,299121,이재성,Duel,Ground defending duel,"['Free space right', 'Sliding tackle', 'Lost', 'Not accurate']",61.36,14.28,58.24,13.6
2057988,260662199,1H,161.915,14855,Korea Republic,299121,이재성,Foul,Foul,[],58.24,13.6,,
2057988,260662181,1H,165.849,3148,Germany,14723,T. 크로스,Free kick,Free kick,['Accurate'],35.36,53.040000000000006,47.84,51.00000000000001
2057988,260662183,1H,166.67,3148,Germany,15024,M. 로이스,Pass,Simple pass,['Accurate'],47.84,51.00000000000001,36.4,55.080000000000005
2057988,260662184,1H,169.01,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Accurate'],36.4,55.080000000000005,44.72,50.32
2057988,260662185,1H,169.566,3148,Germany,15024,M. 로이스,Pass,Simple pass,['Accurate'],44.72,50.32,42.64,48.28
2057988,260662186,1H,173.82,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Accurate'],42.64,48.28,62.400000000000006,46.92
2057988,260662204,1H,174.215,14855,Korea Republic,95490,정우영,Duel,Ground defending duel,"['Take on left', 'Lost', 'Not accurate']",41.6,21.08,34.31999999999999,23.120000000000005
2057988,260662187,1H,174.9,3148,Germany,3319,M. 외질,Duel,Ground attacking duel,"['Take on right', 'Won', 'Accurate']",62.400000000000006,46.92,69.68,44.88
2057988,260662188,1H,176.743,3148,Germany,15024,M. 로이스,Pass,Simple pass,['Accurate'],69.68,44.88,72.8,63.24
2057988,260662189,1H,178.879,3148,Germany,18669,J. 헥터,Pass,Simple pass,['Accurate'],72.8,63.24,62.400000000000006,54.400000000000006
2057988,260662190,1H,180.498,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Accurate'],62.400000000000006,54.400000000000006,65.52,48.96
2057988,260662206,1H,181.593,14855,Korea Republic,15781,구자철,Duel,Ground defending duel,"['Sliding tackle', 'Neutral', 'Accurate']",38.48,19.040000000000006,45.760000000000005,20.40000000000001
2057988,260662191,1H,182.11,3148,Germany,3319,M. 외질,Duel,Ground attacking duel,"['Neutral', 'Accurate']",65.52,48.96,58.24,47.6
2057988,260662209,1H,182.528,14855,Korea Republic,14911,손흥민,Duel,Ground loose ball duel,"['Lost', 'Not accurate']",45.760000000000005,20.40000000000001,57.2,22.44
2057988,260662192,1H,183.258,3148,Germany,3319,M. 외질,Duel,Ground loose ball duel,"['Won', 'Accurate']",58.24,47.6,46.8,45.56
2057988,260662193,1H,184.526,3148,Germany,3319,M. 외질,Pass,Simple pass,['Accurate'],46.8,45.56,48.88,29.92
2057988,260662194,1H,186.973,3148,Germany,3318,S. 케디라,Pass,Simple pass,['Accurate'],48.88,29.92,43.68,16.32
2057988,260662195,1H,188.831,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],43.68,16.32,61.36,4.760000000000001
2057988,260662197,1H,190.89,3148,Germany,224593,J. 키미히,Pass,Simple pass,['Accurate'],61.36,4.760000000000001,64.48,23.12
2057988,260662200,1H,194.088,3148,Germany,3319,M. 외질,Duel,Ground attacking duel,"['Free space left', 'Won', 'Accurate']",64.48,23.12,56.16,31.28
2057988,260662214,1H,194.229,14855,Korea Republic,15781,구자철,Duel,Ground defending duel,"['Free space right', 'Sliding tackle', 'Lost', 'Not accurate']",39.52000000000001,44.88,47.84,36.720000000000006
2057988,260662201,1H,195.899,3148,Germany,3319,M. 외질,Pass,Simple pass,['Accurate'],56.16,31.28,48.88,36.04
2057988,260662202,1H,198.386,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Accurate'],48.88,36.04,56.16,29.24
2057988,260662203,1H,202.804,3148,Germany,3318,S. 케디라,Pass,Simple pass,['Accurate'],56.16,29.24,64.48,2.72
2057988,260662205,1H,211.932,3148,Germany,224593,J. 키미히,Others on the ball,Touch,[],64.48,2.72,61.36,36.04
2057988,260662207,1H,218.919,3148,Germany,224593,J. 키미히,Pass,Simple pass,['Accurate'],61.36,36.04,60.32,48.28
2057988,260662208,1H,222.055,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Accurate'],60.32,48.28,57.2,30.6
2057988,260662210,1H,225.044,3148,Germany,3318,S. 케디라,Pass,Simple pass,['Accurate'],57.2,30.6,66.56,3.4000000000000004
2057988,260662211,1H,227.338,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],66.56,3.4000000000000004,55.120000000000005,19.72
2057988,260662212,1H,230.123,3148,Germany,3318,S. 케디라,Pass,Simple pass,['Accurate'],55.120000000000005,19.72,46.8,36.04
2057988,260662213,1H,232.357,3148,Germany,14795,M. 훔멜스,Pass,Simple pass,['Accurate'],46.8,36.04,57.2,18.360000000000003
2057988,260662215,1H,234.363,3148,Germany,3318,S. 케디라,Pass,Simple pass,['Accurate'],57.2,18.360000000000003,64.48,3.4000000000000004
2057988,260662216,1H,236.271,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],64.48,3.4000000000000004,70.72,3.4000000000000004
2057988,260662224,1H,238.345,14855,Korea Republic,51625,문선민,Duel,Ground defending duel,"['Neutral', 'Accurate']",33.28,64.60000000000001,33.28,61.88
2057988,260662217,1H,238.458,3148,Germany,224593,J. 키미히,Duel,Ground attacking duel,"['Neutral', 'Accurate']",70.72,3.4000000000000004,70.72,6.12
2057988,260662226,1H,239.164,14855,Korea Republic,107413,홍철,Duel,Ground loose ball duel,"['Won', 'Accurate']",33.28,61.88,40.56,59.84
2057988,260662218,1H,239.567,3148,Germany,224593,J. 키미히,Duel,Ground loose ball duel,"['Lost', 'Not accurate']",70.72,6.12,63.440000000000005,8.16
2057988,260662227,1H,240.057,14855,Korea Republic,107413,홍철,Pass,Simple pass,['Not accurate'],40.56,59.84,42.64,60.52
2057988,260662219,1H,241.63,3148,Germany,3318,S. 케디라,Others on the ball,Touch,['Interception'],61.36,7.48,40.56,0.0
2057988,260662231,1H,265.703,14855,Korea Republic,107413,홍철,Free kick,Throw in,['Accurate'],57.2,68.0,75.92,60.52
2057988,260662232,1H,266.85,14855,Korea Republic,51625,문선민,Duel,Air duel,"['Lost', 'Not accurate']",75.92,60.52,65.52,68.0
2057988,260662221,1H,267.617,3148,Germany,134383,N. 슐레,Duel,Air duel,"['Won', 'Accurate']",28.08,7.48,38.48,0.0
2057988,260662234,1H,277.979,14855,Korea Republic,107413,홍철,Free kick,Throw in,['Accurate'],65.52,68.0,72.8,59.16
2057988,260662236,1H,279.949,14855,Korea Republic,15781,구자철,Duel,Ground attacking duel,"['Lost', 'Not accurate']",72.8,59.16,59.28,50.32
2057988,260662225,1H,280.094,3148,Germany,3318,S. 케디라,Duel,Ground defending duel,"['Counter attack', 'Won', 'Accurate']",31.200000000000003,8.84,44.72,17.68
2057988,260662228,1H,281.561,3148,Germany,173214,T. 베르너,Others on the ball,Acceleration,"['Counter attack', 'Accurate']",44.72,17.68,70.72,49.64
2057988,260662235,1H,287.996,3148,Germany,173214,T. 베르너,Pass,Simple pass,"['Counter attack', 'Not accurate']",70.72,49.64,95.68,50.32
2057988,260662246,1H,289.831,14855,Korea Republic,107424,윤영선,Duel,Ground attacking duel,"['Neutral', 'Accurate']",8.319999999999993,17.68,6.239999999999995,19.72
2057988,260662248,1H,290.732,14855,Korea Republic,107424,윤영선,Others on the ball,Clearance,['Not accurate'],6.239999999999995,19.72,7.280000000000001,0.0
2057988,260662240,1H,302.649,3148,Germany,18669,J. 헥터,Free kick,Throw in,['Accurate'],88.4,68.0,97.76,61.88
2057988,260662241,1H,303.294,3148,Germany,15024,M. 로이스,Pass,Simple pass,['Accurate'],97.76,61.88,90.48,58.48
2057988,260662247,1H,306.7,3148,Germany,18669,J. 헥터,Pass,Simple pass,['Accurate'],90.48,58.48,72.8,54.400000000000006
2057988,260662249,1H,309.911,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Accurate'],72.8,54.400000000000006,57.2,21.08
2057988,260662250,1H,312.473,3148,Germany,134383,N. 슐레,Others on the ball,Touch,[],57.2,21.08,70.72,18.360000000000003
2057988,260662251,1H,314.969,3148,Germany,134383,N. 슐레,Pass,High pass,['Accurate'],70.72,18.360000000000003,95.68,48.28
2057988,260662252,1H,317.651,3148,Germany,15024,M. 로이스,Pass,Cross,"['Right foot', 'High', 'Not accurate']",95.68,48.28,104.0,21.08
2057988,260662254,1H,339.654,14855,Korea Republic,256043,조현우,Free kick,Goal kick,[],0.0,34.0,21.840000000000003,23.120000000000005
2057988,260662256,1H,341.13,14855,Korea Republic,138633,장현수,Pass,Simple pass,['Accurate'],21.840000000000003,23.120000000000005,4.159999999999997,27.880000000000003
2057988,260662258,1H,343.723,14855,Korea Republic,256043,조현우,Pass,High pass,['Not accurate'],4.159999999999997,27.880000000000003,32.24000000000001,0.0
2057988,260662259,1H,356.671,3148,Germany,18669,J. 헥터,Free kick,Throw in,['Accurate'],64.48,68.0,63.440000000000005,57.120000000000005
2057988,260662261,1H,359.514,3148,Germany,14723,T. 크로스,Pass,Simple pass,"['Dangerous ball lost', 'Not accurate']",63.440000000000005,57.120000000000005,50.96,61.2
2057988,260662262,1H,360.662,14855,Korea Republic,138633,장현수,Pass,Simple pass,['Accurate'],53.04,6.799999999999997,73.84,22.44
2057988,260662264,1H,363.448,14855,Korea Republic,14911,손흥민,Duel,Ground attacking duel,"['Free space left', 'Neutral', 'Accurate']",73.84,22.44,74.88,27.200000000000003
2057988,260662265,1H,364.366,3148,Germany,14795,M. 훔멜스,Duel,Ground defending duel,"['Free space right', 'Neutral', 'Accurate']",30.16,45.56,29.12,40.8
2057988,260662267,1H,365.364,14855,Korea Republic,14911,손흥민,Duel,Ground loose ball duel,"['Won', 'Accurate']",74.88,27.200000000000003,78.0,31.96
2057988,260662268,1H,367.338,14855,Korea Republic,15781,구자철,Pass,Simple pass,['Accurate'],78.0,31.96,82.16,10.880000000000004
2057988,260662271,1H,368.568,14855,Korea Republic,299121,이재성,Others on the ball,Touch,[],82.16,10.880000000000004,98.8,8.159999999999997
2057988,260662273,1H,376.131,14855,Korea Republic,299121,이재성,Duel,Ground attacking duel,"['Lost', 'Not accurate']",98.8,8.159999999999997,91.52,2.0400000000000063
2057988,260662270,1H,376.545,3148,Germany,3318,S. 케디라,Duel,Ground defending duel,"['Won', 'Accurate']",5.2,59.84,12.48,65.96000000000001
2057988,260662272,1H,381.999,3148,Germany,3318,S. 케디라,Pass,Simple pass,['Accurate'],12.48,65.96000000000001,30.16,61.2
2057988,260662274,1H,383.382,3148,Germany,3319,M. 외질,Pass,Simple pass,['Accurate'],30.16,61.2,35.36,57.8
2057988,260662275,1H,384.378,3148,Germany,173214,T. 베르너,Duel,Ground attacking duel,"['Won', 'Accurate']",35.36,57.8,34.32,55.080000000000005
2057988,260662277,1H,385.017,14855,Korea Republic,107424,윤영선,Duel,Ground defending duel,"['Lost', 'Not accurate']",68.64,10.200000000000005,69.68,12.920000000000002
2057988,260662279,1H,386.239,14855,Korea Republic,107424,윤영선,Foul,Foul,[],69.68,12.920000000000002,,
2057988,260662280,1H,399.544,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Accurate'],36.4,49.64,41.6,44.88
2057988,260662281,1H,400.757,3148,Germany,3319,M. 외질,Pass,Simple pass,['Accurate'],41.6,44.88,35.36,42.16
2057988,260662282,1H,403.071,3148,Germany,3318,S. 케디라,Pass,Simple pass,['Accurate'],35.36,42.16,38.48,15.64
2057988,260662283,1H,405.879,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],38.48,15.64,33.28,36.04
2057988,260662284,1H,409.018,3148,Germany,14795,M. 훔멜스,Pass,Simple pass,['Accurate'],33.28,36.04,57.2,31.96
2057988,260662285,1H,410.504,3148,Germany,3319,M. 외질,Duel,Ground attacking duel,"['Neutral', 'Accurate']",57.2,31.96,57.2,31.96
2057988,260662286,1H,410.78,14855,Korea Republic,138633,장현수,Duel,Ground defending duel,"['Neutral', 'Accurate']",46.8,36.04,46.8,36.04
2057988,260662287,1H,412.216,3148,Germany,3319,M. 외질,Pass,Smart pass,"['Through', 'Not accurate']",57.2,31.96,99.84,46.92
2057988,260662288,1H,417.093,14855,Korea Republic,256043,조현우,Others on the ball,Touch,[],4.159999999999997,21.08,8.319999999999993,26.520000000000003
2057988,260662289,1H,424.101,14855,Korea Republic,256043,조현우,Pass,Simple pass,['Accurate'],8.319999999999993,26.520000000000003,20.8,26.520000000000003
2057988,260662293,1H,430.367,14855,Korea Republic,107424,윤영선,Pass,Simple pass,['Accurate'],20.8,26.520000000000003,26.0,60.52
2057988,260662297,1H,433.802,14855,Korea Republic,95200,김영권,Pass,Simple pass,['Accurate'],26.0,60.52,31.200000000000003,53.720000000000006
2057988,260662303,1H,435.549,14855,Korea Republic,15781,구자철,Pass,Simple pass,['Accurate'],31.200000000000003,53.720000000000006,27.039999999999992,63.24
2057988,260662304,1H,438.151,14855,Korea Republic,95200,김영권,Pass,Simple pass,['Accurate'],27.039999999999992,63.24,20.8,51.68000000000001
2057988,260662306,1H,441.854,14855,Korea Republic,15781,구자철,Pass,Simple pass,['Accurate'],20.8,51.68000000000001,29.120000000000005,64.60000000000001
2057988,260662308,1H,445.067,14855,Korea Republic,95200,김영권,Pass,High pass,['Not accurate'],29.120000000000005,64.60000000000001,102.96,56.440000000000005
2057988,260662294,1H,454.041,3148,Germany,14712,M. 노이어,Free kick,Goal kick,[],0.0,34.0,21.84,42.84
2057988,260662295,1H,455.751,3148,Germany,14795,M. 훔멜스,Pass,Simple pass,['Accurate'],21.84,42.84,32.24,39.440000000000005
2057988,260662296,1H,456.592,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Accurate'],32.24,39.440000000000005,28.08,32.64
2057988,260662298,1H,460.489,3148,Germany,14795,M. 훔멜스,Pass,Simple pass,['Accurate'],28.08,32.64,37.44,46.24
2057988,260662299,1H,462.586,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Accurate'],37.44,46.24,64.48,62.56
2057988,260662301,1H,465.89,3148,Germany,18669,J. 헥터,Pass,Simple pass,['Not accurate'],64.48,62.56,59.28,63.24
2057988,260662310,1H,466.383,14855,Korea Republic,107529,이용,Others on the ball,Touch,['Interception'],44.72,4.759999999999998,39.52000000000001,0.0
2057988,260662305,1H,475.917,3148,Germany,18669,J. 헥터,Free kick,Throw in,['Accurate'],69.68,68.0,70.72,53.040000000000006
2057988,260662307,1H,476.934,3148,Germany,3319,M. 외질,Pass,Simple pass,['Accurate'],70.72,53.040000000000006,67.60000000000001,63.92
2057988,260662316,1H,478.001,14855,Korea Republic,95490,정우영,Duel,Ground loose ball duel,"['Sliding tackle', 'Lost', 'Not accurate']",36.400000000000006,4.079999999999998,40.56,4.759999999999998
2057988,260662309,1H,478.031,3148,Germany,18669,J. 헥터,Duel,Ground loose ball duel,"['Won', 'Accurate']",67.60000000000001,63.92,63.440000000000005,63.24
2057988,260662320,1H,479.847,14855,Korea Republic,95490,정우영,Foul,Violent Foul,['Yellow card'],40.56,4.759999999999998,,
2057988,260662311,1H,508.956,3148,Germany,15024,M. 로이스,Free kick,Free kick,['Accurate'],69.68,65.96000000000001,42.64,41.48
2057988,260662312,1H,513.567,3148,Germany,14795,M. 훔멜스,Pass,Simple pass,['Accurate'],42.64,41.48,50.96,14.96
2057988,260662313,1H,516.268,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],50.96,14.96,67.60000000000001,4.760000000000001
2057988,260662315,1H,520.614,3148,Germany,224593,J. 키미히,Pass,Simple pass,['Accurate'],67.60000000000001,4.760000000000001,44.72,8.16
2057988,260662317,1H,525.852,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],44.72,8.16,65.52,2.04
2057988,260662318,1H,528.854,3148,Germany,224593,J. 키미히,Pass,Simple pass,['Accurate'],65.52,2.04,43.68,7.48
2057988,260662319,1H,531.098,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],43.68,7.48,62.400000000000006,11.56
2057988,260662321,1H,533.859,3148,Germany,134387,L. 고레츠카,Pass,Simple pass,['Accurate'],62.400000000000006,11.56,47.84,35.36
2057988,260662322,1H,538.25,3148,Germany,14795,M. 훔멜스,Pass,Simple pass,['Accurate'],47.84,35.36,44.72,10.88
2057988,260662323,1H,541.703,3148,Germany,134383,N. 슐레,Others on the ball,Touch,[],44.72,10.88,62.400000000000006,10.2
2057988,260662335,1H,542.852,14855,Korea Republic,107413,홍철,Others on the ball,Touch,['Interception'],29.120000000000005,60.52,41.6,57.8
2057988,260662324,1H,543.137,3148,Germany,134383,N. 슐레,Pass,Simple pass,['Accurate'],62.400000000000006,10.2,66.56,16.32
2057988,260662338,1H,544.21,14855,Korea Republic,15781,구자철,Duel,Ground loose ball duel,"['Sliding tackle', 'Lost', 'Not accurate']",37.44,51.68000000000001,37.44,51.68000000000001
2057988,260662325,1H,544.353,3148,Germany,3318,S. 케디라,Duel,Ground loose ball duel,"['Won', 'Accurate']",66.56,16.32,66.56,16.32
2057988,260662326,1H,545.524,3148,Germany,3318,S. 케디라,Pass,Simple pass,['Accurate'],66.56,16.32,81.12,10.2
2057988,260662327,1H,545.902,3148,Germany,173214,T. 베르너,Pass,Simple pass,['Accurate'],81.12,10.2,75.92,17.68
2057988,260662328,1H,547.395,3148,Germany,134387,L. 고레츠카,Duel,Ground attacking duel,"['Free space left', 'Won', 'Accurate']",75.92,17.68,75.92,22.44
2057988,260662344,1H,547.535,14855,Korea Republic,95490,정우영,Duel,Ground defending duel,"['Free space right', 'Lost', 'Not accurate']",28.08,50.32,28.08,45.56
2057988,260662329,1H,548.764,3148,Germany,134387,L. 고레츠카,Pass,Simple pass,['Accurate'],75.92,22.44,74.88,41.48
2057988,260662330,1H,552.25,3148,Germany,3319,M. 외질,Pass,Simple pass,['Accurate'],74.88,41.48,94.64,2.04
2057988,260662331,1H,557.135,3148,Germany,224593,J. 키미히,Pass,Cross,"['Right foot', 'High', 'Not accurate']",94.64,2.04,99.84,25.840000000000003
2057988,260662348,1H,558.554,14855,Korea Republic,95200,김영권,Others on the ball,Clearance,"['Interception', 'Not accurate']",4.159999999999997,42.16,13.519999999999996,68.0
2057988,260662334,1H,563.987,3148,Germany,224593,J. 키미히,Free kick,Throw in,['Accurate'],92.56,0.0,73.84,4.08
2057988,260662336,1H,567.453,3148,Germany,3318,S. 케디라,Pass,Simple pass,['Accurate'],73.84,4.08,46.8,16.32
2057988,260662337,1H,571.609,3148,Germany,134383,N. 슐레,Others on the ball,Touch,[],46.8,16.32,65.52,20.4
2057988,260662339,1H,572.567,3148,Germany,134383,N. 슐레,Pass,High pass,['Accurate'],65.52,20.4,74.88,61.88
2057988,260662340,1H,575.497,3148,Germany,18669,J. 헥터,Pass,Head pass,['Accurate'],74.88,61.88,95.68,59.84
2057988,260662342,1H,578.988,3148,Germany,15024,M. 로이스,Pass,Simple pass,['Accurate'],95.68,59.84,79.04,65.28
2057988,260662343,1H,580.542,3148,Germany,18669,J. 헥터,Pass,Simple pass,['Accurate'],79.04,65.28,74.88,52.36000000000001
2057988,260662353,1H,583.496,14855,Korea Republic,15781,구자철,Duel,Ground defending duel,"['Take on left', 'Lost', 'Not accurate']",29.120000000000005,15.64,22.879999999999995,12.240000000000002
2057988,260662347,1H,585.269,3148,Germany,14723,T. 크로스,Duel,Ground attacking duel,"['Take on right', 'Won', 'Accurate']",74.88,52.36000000000001,81.12,55.760000000000005
2057988,260662356,1H,585.328,14855,Korea Republic,299121,이재성,Duel,Ground defending duel,"['Take on left', 'Lost', 'Not accurate']",22.879999999999995,12.240000000000002,19.760000000000005,16.32
2057988,260662349,1H,586.229,3148,Germany,14723,T. 크로스,Pass,Simple pass,['Not accurate'],84.24000000000001,51.68000000000001,88.4,42.84
2057988,260662358,1H,587.415,14855,Korea Republic,95490,정우영,Others on the ball,Touch,['Interception'],15.599999999999994,25.16,11.439999999999998,38.760000000000005
